Name,Price,CPU,RAM,Storage,GPU,Retailer,RAM_GB,Storage_GB,TextFeatures,Cluster
"HP EliteBook 860 G11 16"" WUXGA",20079,Core Ultra 5 125H,16GB RAM,512GB SSD,Arc Graphics,Komplett,16.0,512.0,Core Ultra 5 125H Arc Graphics,9.0
"HP EliteBook 860 G11 16"" WUXGA",20079,Core Ultra 5 125H,16GB RAM,512GB SSD,Arc Graphics,Komplett,16.0,512.0,Core Ultra 5 125H Arc Graphics,9.0
"Asus ROG Strix G16 16"" WUXGA 165 Hz",31990,Ryzen 9 8940HX,16 GB RAM,1 TB SSD,GeForce RTX 5070 Ti,Komplett,16.0,1024.0,Ryzen 9 8940HX GeForce RTX 5070 Ti,5.0
"Lenovo ThinkPad L13 G5 13,3"" WUXGA",14363,Core U5-125U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,9.0
"Lenovo ThinkPad L13 G5 13,3"" WUXGA",14363,Core U5-125U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"HP ZBook Power G11 16"" Mobile Workstation WQXGA",31639,Ryzen 9 8945HS,64 GB RAM,1 TB SSD,Radeon 780M,Komplett,64.0,1024.0,Ryzen 9 8945HS Radeon 780M,5.0
"Lenovo ThinkPad X9-14 G1 14"" WUXGA OLED Copilot+ PC",24150,Core Ultra 7 258V,32 GB RAM,1 TB SSD,unknown_gpu,Komplett,32.0,1024.0,Core Ultra 7 258V unknown_gpu,9.0
"Asus ROG Zephyrus G16 16"" WQXGA OLED 240 Hz",49490,Core Ultra 9 285H,32 GB RAM,1 TB SSD,GeForce RTX 5080,Komplett,32.0,1024.0,Core Ultra 9 285H GeForce RTX 5080,5.0
"Asus ROG Zephyrus G16 16"" WQXGA OLED 240 Hz",49490,Core Ultra 9 285H,32 GB RAM,1 TB SSD,GeForce RTX 5080,Komplett,32.0,1024.0,Core Ultra 9 285H GeForce RTX 5080,5.0
"Asus ROG Zephyrus G16 16"" WQXGA OLED 240 Hz",64990,Core Ultra 9 285H,64 GB RAM,2 TB SSD,GeForce RTX 5090,Komplett,64.0,2048.0,Core Ultra 9 285H GeForce RTX 5090,5.0
"Asus ROG Zephyrus G16 16"" WQXGA OLED 240 Hz",64990,Core Ultra 9 285H,64 GB RAM,2 TB SSD,GeForce RTX 5090,Komplett,64.0,2048.0,Core Ultra 9 285H GeForce RTX 5090,5.0
"Lenovo ThinkPad T14s G6 14"" WUXGA Copilot+ PC",23738,unknown_cpu,32GB RAM,1TB SSD,unknown_gpu,Komplett,32.0,1024.0,unknown_cpu unknown_gpu,0.0
"HP EliteBook 840 G10 14"" Full HD",18024,Core i5-1335U,16GB RAM,256GB SSD,Iris Xe,Komplett,16.0,256.0,Core i5-1335U Iris Xe,9.0
"HP EliteBook 840 G10 14"" Full HD",18024,Core i5-1335U,16GB RAM,256GB SSD,Iris Xe,Komplett,16.0,256.0,Core i5-1335U Iris Xe,9.0
"HP EliteBook 1040 G11 14"" Full HD+ TOUCH",29679,Core U7-155H,32GB RAM,1TB SSD,unknown_gpu,Komplett,32.0,1024.0,Core U7-155H unknown_gpu,5.0
"HP EliteBook 645 G11 14"" Full HD+",14439,Ryzen 5 7335U,16GB RAM,512GB SSD,Radeon 660M graphics,Komplett,16.0,512.0,Ryzen 5 7335U Radeon 660M graphics,7.0
"Microsoft Surface Laptop 7 for business Copilot+ PC 13,5"" QHD Touch",20613,Core Ultra 5 236V,16 GB RAM,256 GB SSD,Arc Graphics,Komplett,16.0,256.0,Core Ultra 5 236V Arc Graphics,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",16863,Core U7-155U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",16863,Core U7-155U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,7.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",16863,Core U7-155U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",16863,Core U7-155U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,7.0
"HP EliteBook 660 G11 16"" WUXGA",19619,Core Ultra 7-155U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core Ultra 7-155U unknown_gpu,9.0
"HP EliteBook 640 G11 14"" WUXGA",18799,Core Ultra 7-155U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core Ultra 7-155U unknown_gpu,9.0
"Asus ROG Strix SCAR 16"" WQXGA 240 Hz",45490,Core Ultra 9 275HX,32 GB RAM,2 TB SSD,GeForce RTX 5070 Ti,Komplett,32.0,2048.0,Core Ultra 9 275HX GeForce RTX 5070 Ti,5.0
"Asus ROG Strix G16 16"" WQXGA 240 Hz",35490,Ryzen 9 9955HX,32 GB RAM,1 TB SSD,GeForce RTX 5070 Ti,Komplett,32.0,1024.0,Ryzen 9 9955HX GeForce RTX 5070 Ti,5.0
"HP EliteBook 840 G11 14"" WUXGA",22099,Core Ultra 7-155H,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core Ultra 7-155H unknown_gpu,9.0
"HP EliteBook 840 G11 14"" WUXGA",22099,Core Ultra 7-155H,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core Ultra 7-155H unknown_gpu,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",13488,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 PRO 7535U unknown_gpu,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",13488,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 PRO 7535U unknown_gpu,7.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",13488,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 PRO 7535U unknown_gpu,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",13488,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 PRO 7535U unknown_gpu,7.0
"Asus ROG Zephyrus G16 16"" WQXGA OLED 240 Hz",44490,Core Ultra 9 285H,32 GB RAM,1 TB SSD,GeForce RTX 5070Ti,Komplett,32.0,1024.0,Core Ultra 9 285H GeForce RTX 5070Ti,5.0
"Asus ROG Zephyrus G16 16"" WQXGA OLED 240 Hz",44490,Core Ultra 9 285H,32 GB RAM,1 TB SSD,GeForce RTX 5070Ti,Komplett,32.0,1024.0,Core Ultra 9 285H GeForce RTX 5070Ti,5.0
"HP EliteBook 645 G11 14"" WUXGA",18113,Ryzen 7 7735U,16GB RAM,512GB SSD,Radeon 660M graphics,Komplett,16.0,512.0,Ryzen 7 7735U Radeon 660M graphics,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",16863,Core U7-155U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",16863,Core U7-155U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",16863,Core U7-155U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,7.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",16863,Core U7-155U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,7.0
"Asus ROG Strix SCAR 18"" WQXGA 240 Hz",46990,Core Ultra 9 275HX,32 GB RAM,2 TB SSD,GeForce RTX 5070 Ti,Komplett,32.0,2048.0,Core Ultra 9 275HX GeForce RTX 5070 Ti,5.0
"HP ZBook Power G11 16"" Mobile Workstation WUXGA",28279,Ryzen 7 8845HS,32 GB RAM,512 GB SSD,NVIDIA RTX A1000,Komplett,32.0,512.0,Ryzen 7 8845HS NVIDIA RTX A1000,5.0
"MSI Vector 17 HX AI 17"" QHD+",43990,Core Ultra 9 275HX,32 GB RAM,2 TB SSD,GeForce RTX 5080,Komplett,32.0,2048.0,Core Ultra 9 275HX GeForce RTX 5080,5.0
"MSI Vector 17 HX AI 17"" QHD+",43990,Core Ultra 9 275HX,32 GB RAM,2 TB SSD,GeForce RTX 5080,Komplett,32.0,2048.0,Core Ultra 9 275HX GeForce RTX 5080,5.0
"HP ProBook 460 G11 16"" WUXGA",15100,Core U7-155U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,7.0
"HP ProBook 460 G11 16"" WUXGA",15100,Core U7-155U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,9.0
"HP ZBook Firefly 14 G11 14"" Mobile Workstation WUXGA",27279,Core i7-155H,32GB RAM,1TB SSD,NVIDIA RTX A500,Komplett,32.0,1024.0,Core i7-155H NVIDIA RTX A500,5.0
"HP Elitebook 840 G11 14"" Full HD",21020,Core Ultra 5-125H,16GB RAM,512GB SSD,Arc Graphics,Komplett,16.0,512.0,Core Ultra 5-125H Arc Graphics,9.0
"HP EliteBook 830 G11 13,3"" Full HD",20897,Core Ultra 5-125U,32GB RAM,512GB SSD,Iris Xe,Komplett,32.0,512.0,Core Ultra 5-125U Iris Xe,9.0
"HP Elitebook 830 G11 13,3"" Full HD",19999,Core i5-1335U,16GB RAM,256GB SSD,Iris Xe,Komplett,16.0,256.0,Core i5-1335U Iris Xe,9.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",44192,Core U9-185H,32GB RAM,1TB SSD,NVIDIA RTX 3000 Ada,Komplett,32.0,1024.0,Core U9-185H NVIDIA RTX 3000 Ada,5.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",44192,Core U9-185H,32GB RAM,1TB SSD,NVIDIA RTX 3000 Ada,Komplett,32.0,1024.0,Core U9-185H NVIDIA RTX 3000 Ada,5.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",44192,Core U9-185H,32GB RAM,1TB SSD,NVIDIA RTX 3000 Ada,Komplett,32.0,1024.0,Core U9-185H NVIDIA RTX 3000 Ada,5.0
"HP Elite x360 G11 14"" WUXGA",30519,Core U7-155H,32GB RAM,1TB SSD,unknown_gpu,Komplett,32.0,1024.0,Core U7-155H unknown_gpu,5.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",11238,Core U5-125U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",11238,Core U5-125U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",11238,Core U5-125U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkPad E14 G6 14"" WUXGA",11238,Core U5-125U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",15613,Core U5-125U,16 GB RAM,1 TB SSD,unknown_gpu,Komplett,16.0,1024.0,Core U5-125U unknown_gpu,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",15613,Core U5-125U,16 GB RAM,1 TB SSD,unknown_gpu,Komplett,16.0,1024.0,Core U5-125U unknown_gpu,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",15613,Core U5-125U,16 GB RAM,1 TB SSD,unknown_gpu,Komplett,16.0,1024.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",15613,Core U5-125U,16 GB RAM,1 TB SSD,unknown_gpu,Komplett,16.0,1024.0,Core U5-125U unknown_gpu,7.0
"Asus ROG Strix SCAR 18"" WQXGA 240 Hz",64990,Core Ultra 9 275HX,64 GB RAM,2 TB SSD,GeForce RTX 5090,Komplett,64.0,2048.0,Core Ultra 9 275HX GeForce RTX 5090,5.0
"Asus ROG Zephyrus G14 14"" 3K",41490,Ryzen AI 9 HX 370,32 GB RAM,1 TB SSD,GeForce RTX 5070 Ti,Komplett,32.0,1024.0,Ryzen AI 9 HX 370 GeForce RTX 5070 Ti,5.0
"Samsung Galaxy Book4 Pro 16"" WQXGA Inkl. Samsung 27"" 27A60P skärm",23990,Core Ultra 7 155H,16 GB RAM,512 GB SSD,Arc Graphics,Komplett,16.0,512.0,Core Ultra 7 155H Arc Graphics,9.0
"Samsung Galaxy Book4 Pro 360 16"" WQXGA  Inkl. Samsung 27"" 27A60P skärm",23990,Core Ultra 5 125H,16 GB RAM,512 GB SSD,Arc Graphics,Komplett,16.0,512.0,Core Ultra 5 125H Arc Graphics,9.0
"Acer Swift X 14"" 2,8K OLED",11990,Core Ultra 7 155H,16 GB RAM,512 GB SSD,GeForce RTX 3050,Komplett,16.0,512.0,Core Ultra 7 155H GeForce RTX 3050,7.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",15613,Core U5-125U,16GB RAM,1TB SSD,unknown_gpu,Komplett,16.0,1024.0,Core U5-125U unknown_gpu,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",15613,Core U5-125U,16GB RAM,1TB SSD,unknown_gpu,Komplett,16.0,1024.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",15613,Core U5-125U,16GB RAM,1TB SSD,unknown_gpu,Komplett,16.0,1024.0,Core U5-125U unknown_gpu,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",15613,Core U5-125U,16GB RAM,1TB SSD,unknown_gpu,Komplett,16.0,1024.0,Core U5-125U unknown_gpu,7.0
"Lenovo ThinkPad X1 Carbon G12 14"" WUXGA",23113,Core U5-125U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,9.0
"Lenovo ThinkPad X1 Carbon G12 14"" WUXGA",23113,Core U5-125U,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,5.0
"Lenovo ThinkPad X1 Carbon G12 14"" WUXGA",27488,Core U7-155U,32 GB RAM,1 TB SSD,unknown_gpu,Komplett,32.0,1024.0,Core U7-155U unknown_gpu,9.0
"Lenovo ThinkPad X1 Carbon G12 14"" WUXGA",27488,Core U7-155U,32 GB RAM,1 TB SSD,unknown_gpu,Komplett,32.0,1024.0,Core U7-155U unknown_gpu,5.0
"MSI Prestige 16 AI Evo 16"" UHD+",22990,Core Ultra 7 155H,32 GB RAM,1 TB SSD,Arc Graphics,Komplett,32.0,1024.0,Core Ultra 7 155H Arc Graphics,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",14988,Ryzen 7 PRO 7735U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 7 PRO 7735U unknown_gpu,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",14988,Ryzen 7 PRO 7735U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 7 PRO 7735U unknown_gpu,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",14988,Ryzen 7 PRO 7735U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 7 PRO 7735U unknown_gpu,7.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",14988,Ryzen 7 PRO 7735U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 7 PRO 7735U unknown_gpu,7.0
"Asus VivoBook 14"" WUXGA",8990,unknown_cpu,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,unknown_cpu unknown_gpu,0.0
"Lenovo ThinkPad P16 G2 16"" Workstation WUXGA",26238,Core i7-13700HX,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core i7-13700HX unknown_gpu,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",13488,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 PRO 7535U unknown_gpu,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",13488,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 PRO 7535U unknown_gpu,9.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",13488,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 PRO 7535U unknown_gpu,7.0
"Lenovo ThinkPad L16 G1 16"" WUXGA",13488,Ryzen 5 PRO 7535U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 5 PRO 7535U unknown_gpu,7.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",14988,Ryzen 7 PRO 7735U,16 GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 7 PRO 7735U unknown_gpu,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",14988,Ryzen 7 PRO 7735U,16 GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 7 PRO 7735U unknown_gpu,7.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",14988,Ryzen 7 PRO 7735U,16 GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 7 PRO 7735U unknown_gpu,9.0
"Lenovo ThinkPad L14 G5 14"" WUXGA",14988,Ryzen 7 PRO 7735U,16 GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Ryzen 7 PRO 7735U unknown_gpu,7.0
"Lenovo ThinkPad T14s G4 14"" WUXGA",23738,Ryzen 7 Pro 7840U,32GB RAM,1TB SSD,unknown_gpu,Komplett,32.0,1024.0,Ryzen 7 Pro 7840U unknown_gpu,9.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",29155,Core U7-155H,32GB RAM,512GB SSD,NVIDIA RTX A500 Ada,Komplett,32.0,512.0,Core U7-155H NVIDIA RTX A500 Ada,5.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",29155,Core U7-155H,32GB RAM,512GB SSD,NVIDIA RTX A500 Ada,Komplett,32.0,512.0,Core U7-155H NVIDIA RTX A500 Ada,5.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",29155,Core U7-155H,32GB RAM,512GB SSD,NVIDIA RTX A500 Ada,Komplett,32.0,512.0,Core U7-155H NVIDIA RTX A500 Ada,5.0
"Lenovo ThinkBook 16 G7 16"" Full HD+",9988,unknown_cpu,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,unknown_cpu unknown_gpu,0.0
"HP EliteBook 840 G10 14"" Full HD",17088,Core i5-1335U,16GB RAM,512GB SSD,Iris Xe,Komplett,16.0,512.0,Core i5-1335U Iris Xe,9.0
"HP EliteBook 840 G10 14"" Full HD",17088,Core i5-1335U,16GB RAM,512GB SSD,Iris Xe,Komplett,16.0,512.0,Core i5-1335U Iris Xe,9.0
"HP EliteBook 660 G11 16"" WUXGA",17319,Core Ultra 5-125U,16GB RAM,512B SSD,unknown_gpu,Komplett,16.0,,Core Ultra 5-125U unknown_gpu,9.0
"HP EliteBook 640 G11 14"" Full HD+",15809,Core Ultra 5-125U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core Ultra 5-125U unknown_gpu,9.0
"HP OmniBook Ultra Flip 14-fh0096no 14"" 2.8K OLED Touch",19990,Core Ultra 9 288V,32 GB RAM,2 TB SSD,Arc Graphics,Komplett,32.0,2048.0,Core Ultra 9 288V Arc Graphics,9.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",33033,Core U7-155H,32GB RAM,1TB SSD,NVIDIA RTX 2000 Ada,Komplett,32.0,1024.0,Core U7-155H NVIDIA RTX 2000 Ada,5.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",33033,Core U7-155H,32GB RAM,1TB SSD,NVIDIA RTX 2000 Ada,Komplett,32.0,1024.0,Core U7-155H NVIDIA RTX 2000 Ada,5.0
"HP ZBook Power G11 16"" Mobile Workstation Full HD",33033,Core U7-155H,32GB RAM,1TB SSD,NVIDIA RTX 2000 Ada,Komplett,32.0,1024.0,Core U7-155H NVIDIA RTX 2000 Ada,5.0
"HP EliteBook 860 G11 16"" WUXGA",21761,Core Ultra 7 155U,16GB RAM,512GB SSD,Arc Graphics,Komplett,16.0,512.0,Core Ultra 7 155U Arc Graphics,9.0
"HP EliteBook 860 G11 16"" WUXGA",21761,Core Ultra 7 155U,16GB RAM,512GB SSD,Arc Graphics,Komplett,16.0,512.0,Core Ultra 7 155U Arc Graphics,9.0
"Lenovo ThinkPad P1 G7 16"" Workstation WQXGA",46238,Core U7-165H,32GB RAM,1TB SSD,NVIDIA RTX 3000 ADA,Komplett,32.0,1024.0,Core U7-165H NVIDIA RTX 3000 ADA,5.0
"Lenovo ThinkPad P1 G7 16"" Workstation WQXGA",46238,Core U7-165H,32GB RAM,1TB SSD,NVIDIA RTX 3000 ADA,Komplett,32.0,1024.0,Core U7-165H NVIDIA RTX 3000 ADA,5.0
"MSI Cyborg 14"" WUXGA 144 Hz",13990,Core i7-13620H,16 GB RAM,512 GB SSD,GeForce RTX 4050,Komplett,16.0,512.0,Core i7-13620H GeForce RTX 4050,7.0
"ASUS Vivobook Go 14 L1404FA 14"" FHD",7990,Ryzen 5 7520U,16 GB RAM,512 GB SSD,Radeon Graphics,Komplett,16.0,512.0,Ryzen 5 7520U Radeon Graphics,7.0
"Acer Aspire Go 14 14"" WUXGA",3990,Intel N100,8 GB RAM,128 GB SSD,unknown_gpu,Komplett,8.0,128.0,Intel N100 unknown_gpu,3.0
"Acer Aspire Go 14 14"" WUXGA",3990,Intel N100,8 GB RAM,128 GB SSD,unknown_gpu,Komplett,8.0,128.0,Intel N100 unknown_gpu,7.0
"MSI Thin 15 B13U 15,6"" FHD 144 Hz",10990,Core i5-13420H,16 GB RAM,512 GB SSD,GeForce RTX 3050,Komplett,16.0,512.0,Core i5-13420H GeForce RTX 3050,7.0
"Lenovo LOQ 15 15,6"" FHD",9990,Ryzen 7 7435HS,24 GB RAM,512 GB SSD,GeForce RTX 4050,Komplett,24.0,512.0,Ryzen 7 7435HS GeForce RTX 4050,7.0
"MSI Modern 14 14"" FHD",9490,Ryzen 5 7430U,16 GB RAM,512 GB SSD,Radeon Graphics,Komplett,16.0,512.0,Ryzen 5 7430U Radeon Graphics,7.0
"ASUS Zephyrus G16 16"" WQXGA OLED 240 Hz",51990,Core Ultra 9 185H,32 GB RAM,2 TB SSD,GeForce RTX 4090,Komplett,32.0,2048.0,Core Ultra 9 185H GeForce RTX 4090,5.0
"Samsung Galaxy Book3 Pro 16"" AMOLED WQXGA+ 120 Hz (Graphite)",24990,Core i7-1360P,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i7-1360P Iris Xe Graphics,9.0
"Lenovo V15 G4 15,6"" Full HD",8738,Core i7-13620H,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i7-13620H Iris Xe Graphics,7.0
"Lenovo V15 G4 15,6"" Full HD",8738,Core i7-13620H,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i7-13620H Iris Xe Graphics,7.0
"Lenovo V15 G4 15,6"" Full HD",8738,Core i7-13620H,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i7-13620H Iris Xe Graphics,7.0
"Lenovo V15 G4 15,6"" Full HD",8738,Core i7-13620H,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i7-13620H Iris Xe Graphics,7.0
"Lenovo V15 G4 15,6"" Full HD",8738,Core i7-13620H,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i7-13620H Iris Xe Graphics,7.0
"Lenovo IdeaPad Slim 3 Chrome 14"" FHD",3290,unknown_cpu,4 GB RAM,128 GB eMMC,unknown_gpu,Komplett,4.0,128.0,unknown_cpu unknown_gpu,3.0
"Lenovo IdeaPad Slim 5 14"" WUXGA OLED",8990,Ryzen 5 8645HS,16 GB RAM,512 GB SSD,Radeon Graphics,Komplett,16.0,512.0,Ryzen 5 8645HS Radeon Graphics,7.0
"Acer Swift 14 AI WUXGA 14"" OLED CoPilot+ PC",11490,Core Ultra 7 256V,16 GB RAM,512 GB SSD,Arc Graphics,Komplett,16.0,512.0,Core Ultra 7 256V Arc Graphics,7.0
"Lenovo IdeaPad 1 15,6"" FHD",6790,Ryzen 3 7320U,8 GB RAM,512 GB SSD,Radeon 610M,Komplett,8.0,512.0,Ryzen 3 7320U Radeon 610M,3.0
"Lenovo IdeaPad 1 15,6"" FHD",6790,Ryzen 3 7320U,8 GB RAM,512 GB SSD,Radeon 610M,Komplett,8.0,512.0,Ryzen 3 7320U Radeon 610M,7.0
"MSI Modern 14 F13MG 14"" FHD",8990,Core i5-1335U,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i5-1335U Iris Xe Graphics,7.0
Macbook Pro 14 M4 (2024) 512GB (silver),22990,Apple 10-core GPU,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Apple 10-core GPU unknown_gpu,9.0
"Lenovo V15 G4 15,6"" Full HD",8113,Core i5-13420H,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i5-13420H Iris Xe Graphics,7.0
"Lenovo V15 G4 15,6"" Full HD",8113,Core i5-13420H,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i5-13420H Iris Xe Graphics,7.0
"Lenovo V15 G4 15,6"" Full HD",8113,Core i5-13420H,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i5-13420H Iris Xe Graphics,7.0
"Lenovo V15 G4 15,6"" Full HD",8113,Core i5-13420H,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i5-13420H Iris Xe Graphics,7.0
"Lenovo V15 G4 15,6"" Full HD",8113,Core i5-13420H,16 GB RAM,512 GB SSD,Iris Xe Graphics,Komplett,16.0,512.0,Core i5-13420H Iris Xe Graphics,7.0
"Lenovo ThinkPad X13 G5 13.3"" WUXGA",22488,Core U7-155U,16GB RAM,1TB SSD,unknown_gpu,Komplett,16.0,1024.0,Core U7-155U unknown_gpu,9.0
"MSI Katana 15 B13VFK 15,6"" FHD",17490,Core i7-13620H,16 GB RAM,1 TB SSD,GeForce RTX 4060,Komplett,16.0,1024.0,Core i7-13620H GeForce RTX 4060,9.0
"Acer Aspire Lite 15 15,6"" FHD",3990,unknown_cpu,4 GB RAM,128 GB SSD,unknown_gpu,Komplett,4.0,128.0,unknown_cpu unknown_gpu,3.0
"Acer Aspire Go 14 14"" WUXGA",4990,Ryzen 5 7520U,8 GB RAM,512 GB SSD,unknown_gpu,Komplett,8.0,512.0,Ryzen 5 7520U unknown_gpu,3.0
"Acer Aspire Go 14 14"" WUXGA",4990,Ryzen 5 7520U,8 GB RAM,512 GB SSD,unknown_gpu,Komplett,8.0,512.0,Ryzen 5 7520U unknown_gpu,7.0
