Name,Price,CPU,RAM,Storage,GPU,Retailer,RAM_GB,Storage_GB,TextFeatures,Cluster
MacBook Air 15 M4 16/512GB (Starlight),20990,Apple M4 chip 10-core SoC,"16 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 15 M4 24/512GB (Midnight),23990,Apple M4 chip 10-core SoC,"24 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,24.0,24.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 15 M4 24/512GB (Silver),23990,Apple M4 chip 10-core SoC,"24 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,24.0,24.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 15 M4 24/512GB (Sky Blue),23990,Apple M4 chip 10-core SoC,"24 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,24.0,24.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 15 M4 24/512GB (Starlight),23990,Apple M4 chip 10-core SoC,"24 GB RAM, 512 GB SSD lagring",,unknown_gpu,Elgiganten,24.0,24.0,Apple M4 chip 10-core SoC unknown_gpu,9.0
MacBook Air 15.3 M3 16/256GB (Midnight),16495,Apple M3 chip 8c CPU/10c GPU,"16GB RAM, 256GB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 15.3 M3 16/256GB (Silver),16495,Apple M3 chip 8c CPU/10c GPU,"16GB RAM, 256GB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 15.3 M3 16/256GB (Space Grey),16495,Apple M3 chip 8c CPU/10c GPU,"16GB RAM, 256GB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 15.3 M3 16/256GB (Starlight),16495,Apple M3 chip 8c CPU/10c GPU,"16GB RAM, 256GB SSD lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air 15.3 M3 24/512GB (Silver),22495,Apple M3 chip 8c CPU/10c GPU,"24GB RAM, 512GB SSD-lagring",,unknown_gpu,Elgiganten,24.0,24.0,Apple M3 chip 8c CPU/10c GPU unknown_gpu,9.0
MacBook Air M2 CTO 16/1TB (Space Gray),20995,Apple M2 chip octa-core SoC,"16 GB RAM, 1 TB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16384.0,Apple M2 chip octa-core SoC unknown_gpu,9.0
MacBook Air M2 CTO 16/256GB (Space Gray),15990,Apple M2 chip octa-core SoC,"16 GB RAM, 256 GB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M2 chip octa-core SoC unknown_gpu,9.0
Macbook Air M2 CTO 16/512GB (Space Grey),18499,Apple M2 chip octa-core SoC,"16 GB RAM, 512 GB SSD-lagring",,unknown_gpu,Elgiganten,16.0,16.0,Apple M2 chip octa-core SoC unknown_gpu,9.0
MacBook Pro 14 M4 16/1000GB (Silver),24490,Apple M4 chip 10c CPU/10c GPU,"16GB RAM, 1TB SSD",,unknown_gpu,Elgiganten,16.0,16384.0,Apple M4 chip 10c CPU/10c GPU unknown_gpu,9.0
MacBook Pro 14 M4 16/1000GB (Space Black),25790,Apple M4 chip 10c CPU/10c GPU,"16GB RAM, 1TB SSD",,unknown_gpu,Elgiganten,16.0,16384.0,Apple M4 chip 10c CPU/10c GPU unknown_gpu,9.0
MacBook Pro 14 M4 16/512GB (Silver),22990,Apple M4 chip 10c CPU/10c GPU,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10c CPU/10c GPU unknown_gpu,9.0
MacBook Pro 14 M4 16/512GB (Space Black),22990,Apple M4 chip 10c CPU/10c GPU,"16GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,Apple M4 chip 10c CPU/10c GPU unknown_gpu,9.0
MacBook Pro 14 M4 Pro 24/512GB (Silver),27490,Apple M4 Pro chip 12c CPU/16c GPU,"24GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,24.0,24.0,Apple M4 Pro chip 12c CPU/16c GPU unknown_gpu,9.0
MacBook Pro 14 M4 Pro 24/512GB (Space Black),28995,Apple M4 Pro chip 12c CPU/16c GPU,"24GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,24.0,24.0,Apple M4 Pro chip 12c CPU/16c GPU unknown_gpu,5.0
MacBook Pro 16 M4 Pro 24/512GB (Silver),34990,Apple M4 Pro chip 14c CPU/20c GPU,"24GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,24.0,24.0,Apple M4 Pro chip 14c CPU/20c GPU unknown_gpu,5.0
MacBook Pro 16 M4 Pro 24/512GB (Space Black),35990,Apple M4 Pro chip 14c CPU/20c GPU,"24GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,24.0,24.0,Apple M4 Pro chip 14c CPU/20c GPU unknown_gpu,5.0
MacBook Pro 16 M4 Pro 48/512GB (Silver),41999,Apple M4 Pro chip 14c CPU/20c GPU,"48GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,48.0,48.0,Apple M4 Pro chip 14c CPU/20c GPU unknown_gpu,5.0
MacBook Pro 16 M4 Pro 48/512GB (Space Black),39990,Apple M4 Pro chip 14c CPU/20c GPU,"48GB RAM, 512GB SSD",,unknown_gpu,Elgiganten,48.0,48.0,Apple M4 Pro chip 14c CPU/20c GPU unknown_gpu,5.0
"Microsoft Surface Laptop 10Core/16/512GB 13.8"" Copilot+ PC",16999,unknown_cpu,"16GB LPDDR5X RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"Microsoft Surface Laptop 12Core/16/512GB 13.8"" Copilot+ PC",19499,unknown_cpu,"16GB LPDDR5X RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"Microsoft Surface Laptop 12Core/16/512GB 15"" Copilot+ PC",20999,unknown_cpu,"16GB LPDDR5X RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"Microsoft Surface Laptop 8C/16/256GB 13"" Copilot+ PC",13499,unknown_cpu,"16GB LPDDR5X RAM, 256GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"Microsoft Surface Laptop 8C/16/512GB 13"" Copilot+ PC",14999,unknown_cpu,"16GB LPDDR5X RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
Microsoft Surface Pro 10Core/16/512GB 13” Copilot+ PC,16999,unknown_cpu,"16GB LPDDR5X RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
Microsoft Surface Pro 12Core/16/1000GB 13” Copilot+ PC,23490,unknown_cpu,"16GB LPDDR5X RAM, 1000GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"Microsoft Surface Pro 12Core/16/512GB 13"" Copilot+ PC",20999,unknown_cpu,"16GB LPDDR5X RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"Microsoft Surface Pro 8C/16/256GB 12"" Copilot+ PC",12795,unknown_cpu,"16GB LPDDR5X RAM, 256GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"Microsoft Surface Pro 8C/16/512GB 12"" Copilot+ PC",13499,unknown_cpu,"16GB LPDDR5X RAM, 512GB SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"MSI Modern 14 i3-13/8/512 14"" bärbar dator",7995,Intel® Core™ i3-1315U processor,"8GB DDR4 RAM, 512GBM.2 SSD",,unknown_gpu,Elgiganten,8.0,8.0,Intel® Core™ i3-1315U processor unknown_gpu,3.0
"MSI Prestige 14 H B13U i7-13/16/1000/RTX2050 14"" bärbar dator",8516,Intel® Core™ i7-13620H processor,"16GB DDR5 RAM, 1TB M.2 SSD",,Nvidia GeForce RTX 2050-grafik,Elgiganten,16.0,16384.0,Intel® Core™ i7-13620H processor Nvidia GeForce RTX 2050-grafik,7.0
"Samsung Galaxy Book4 Core3-100U/8/256/IPS 15.6"" bärbar dator (grå)",7995,Intel® Core™ 3-100U processor,"8GB LPDDR4X RAM, 256GB M.2 SSD",,unknown_gpu,Elgiganten,8.0,8.0,Intel® Core™ 3-100U processor unknown_gpu,3.0
"Samsung Galaxy Book4 Core3-100U/8/256/IPS 15.6"" bärbar dator (silver)",7286,Intel® Core™ 3-100U processor,"8GB LPDDR4X RAM, 256GB M.2 SSD",,unknown_gpu,Elgiganten,8.0,8.0,Intel® Core™ 3-100U processor unknown_gpu,3.0
"Samsung Galaxy Book4 Core3-100U/8/256/IPS/WPRO 15.6"" bärbar dator (grå)",8495,Intel® Core™ 3-100U processor,"8GB LPDDR4X RAM, 256GB M.2 SSD",,unknown_gpu,Elgiganten,8.0,8.0,Intel® Core™ 3-100U processor unknown_gpu,3.0
"Samsung Galaxy Book4 Core7-150U/16/512/IPS/WPRO 15.6"" bärbar dator (grå)",10995,Intel® Core™ 7-150U processor,"16GB LPDDR4X RAM, 512GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel® Core™ 7-150U processor unknown_gpu,7.0
Samsung Galaxy Book4 Edge 14 Snap-12C/16/512/AMOLED Copilot+ PC,17990,unknown_cpu,"16GB LPDDR5X RAM, 512GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
Samsung Galaxy Book4 Edge 16 Snap-12CPro/16/1024/AMOLED Copilot+ PC,24990,unknown_cpu,"16GB LPDDR5X RAM, 1024GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"Samsung Galaxy Book4 Edge X1P/16/256 15.6"" Copilot+ PC",8995,unknown_cpu,"16 GB LPDDR5X RAM, 256 GB lagring",,unknown_gpu,Elgiganten,16.0,16.0,unknown_cpu unknown_gpu,0.0
"Samsung Galaxy Book4 i3-1315U/8/256/IPS 15.6"" bärbar dator (grå)",7995,Intel® Core™ i3-1315U processor,"8GB LPDDR4X RAM, 256GB M.2 SSD",,unknown_gpu,Elgiganten,8.0,8.0,Intel® Core™ i3-1315U processor unknown_gpu,3.0
"Samsung Galaxy Book4 i3-1315U/8/256/IPS 15.6"" bärbar dator (silver)",8995,Intel® Core™ i3-1315U processor,"8GB LPDDR4X RAM, 256GB M.2 SSD",,unknown_gpu,Elgiganten,8.0,8.0,Intel® Core™ i3-1315U processor unknown_gpu,3.0
"Samsung Galaxy Book4 i7-1355U/16/512/IPS 15.6"" bärbar dator (grå)",10996,Intel® Core™ i7-1355U processor,"16GB LPDDR4X RAM, 512GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel® Core™ i7-1355U processor unknown_gpu,7.0
"Samsung Galaxy Book4 Pro 360 16"" 2-i-1 bärbar dator U7-155H/16/1024",27995,Intel® Core™ Ultra7-155H processor,"16GB LPDDR5X RAM, 1024GB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16.0,Intel® Core™ Ultra7-155H processor unknown_gpu,9.0
"Samsung Galaxy Book5 360  U7/16/1024 15.6"" Copilot+ PC",21990,Intel Core Ultra 7 256V processor,"16 GB LPDDR5X RAM, 1 TB M.2 SSD",,unknown_gpu,Elgiganten,16.0,16384.0,Intel Core Ultra 7 256V processor unknown_gpu,9.0
"Samsung Galaxy Book5 Pro U7-258V/32/512 14"" Copilot+ PC",14995,Intel Core Ultra 7-258V processor,"32GB LPDDR5X RAM, 512GB M.2 SSD",,unknown_gpu,Elgiganten,32.0,32.0,Intel Core Ultra 7-258V processor unknown_gpu,9.0
"Asus Zenbook A14 UX3407QA 14"" WUXGA OLED (grey)",13990,unknown_cpu,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,unknown_cpu unknown_gpu,0.0
"OMEN Transcend Laptop 14-fb0015no 14"" 2,8K OLED 120 Hz",22990,Core Ultra 7 155H,16 GB RAM,1 TB SSD,GeForce RTX 4050,Komplett,16.0,1024.0,Core Ultra 7 155H GeForce RTX 4050,9.0
Macbook Air 15 (2024) 512GB (stjärnglans),18490,Apple 10-Core GPU,8GB RAM,512GB  SSD,unknown_gpu,Komplett,8.0,512.0,Apple 10-Core GPU unknown_gpu,9.0
"Lenovo Ideapad Slim 3 14"" FHD (arctic grey)",8990,Core i5-12450H,16 GB RAM,1 TB SSD,unknown_gpu,Komplett,16.0,1024.0,Core i5-12450H unknown_gpu,7.0
"Lenovo Ideapad Slim 3 14"" FHD (arctic grey)",8990,Core i5-12450H,16 GB RAM,1 TB SSD,unknown_gpu,Komplett,16.0,1024.0,Core i5-12450H unknown_gpu,3.0
"Lenovo Ideapad Slim 5 15"" WQXGA OLED",9990,Ryzen 7 7735HS,16 GB RAM,1 TB SSD,Radeon 680M,Komplett,16.0,1024.0,Ryzen 7 7735HS Radeon 680M,7.0
"Lenovo IdeaPad 1 15,6"" FHD",4490,unknown_cpu,4 GB RAM,128 GB SSD,unknown_gpu,Komplett,4.0,128.0,unknown_cpu unknown_gpu,3.0
"Lenovo IdeaPad 1 15,6"" FHD",4490,unknown_cpu,4 GB RAM,128 GB SSD,unknown_gpu,Komplett,4.0,128.0,unknown_cpu unknown_gpu,7.0
"Lenovo Yoga 7 14"" WUXGA OLED Touch",12490,Core Ultra 5 125H,16 GB RAM,512 GB SSD,Arc Graphics,Komplett,16.0,512.0,Core Ultra 5 125H Arc Graphics,7.0
"Lenovo IdeaPad Slim 3 Chrome Plus 14"" FHD med Google AI",5490,Core i3-N305,8 GB RAM,128 GB SSD,unknown_gpu,Komplett,8.0,128.0,Core i3-N305 unknown_gpu,3.0
"Asus Chromebook Plus CX34 14"" FHD Touch (vit)",5490,Core i3-1315U,8 GB RAM,256 GB SSD UFS,unknown_gpu,Komplett,8.0,256.0,Core i3-1315U unknown_gpu,3.0
"MSI Stealth A16 AI+ 16"" QHD+",39990,Ryzen AI 9 HX 370,32 GB RAM,2 TB SSD,GeForce RTX 5070 Ti,Komplett,32.0,2048.0,Ryzen AI 9 HX 370 GeForce RTX 5070 Ti,5.0
"MSI Sword 16 HX B14 16"" QHD+",17990,Core i7-14650HX,16 GB RAM,1 TB SSD,GeForce RTX 4060,Komplett,16.0,1024.0,Core i7-14650HX GeForce RTX 4060,9.0
"MSI Vector 16 HX AI 16"" FHD+",24990,Core Ultra 7 255HX,16 GB RAM,1 TB SSD,GeForce RTX 5070 Ti,Komplett,16.0,1024.0,Core Ultra 7 255HX GeForce RTX 5070 Ti,9.0
"Acer Aspire 3 14"" FHD",5490,Ryzen 7 5700U,8 GB RAM,512 GB SSD,Radeon Graphics,Komplett,8.0,512.0,Ryzen 7 5700U Radeon Graphics,3.0
"Asus Zenbook A14 UX3407RA 14"" WUXGA OLED",18990,unknown_cpu,32 GB RAM,1 TB SSD,unknown_gpu,Komplett,32.0,1024.0,unknown_cpu unknown_gpu,0.0
"Lenovo ThinkBook 14 G7 14"" WUXGA",12488,Core U7-155U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,7.0
"Lenovo ThinkBook 14 G7 14"" WUXGA",12488,Core U7-155U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,7.0
"Lenovo ThinkBook 14 G7 14"" WUXGA",12488,Core U7-155U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,7.0
"Lenovo V14 G4 14"" Full HD",6863,Ryzen 5 7520U,16 GB RAM,512 GB SSD,Radeon 610,Komplett,16.0,512.0,Ryzen 5 7520U Radeon 610,7.0
"Lenovo V14 G4 14"" Full HD",6863,Ryzen 5 7520U,16 GB RAM,512 GB SSD,Radeon 610,Komplett,16.0,512.0,Ryzen 5 7520U Radeon 610,7.0
"Acer Chromebook Plus CB514 14"" FHD med Google AI",5490,Core i3-N305,8 GB RAM,256 GB SSD,unknown_gpu,Komplett,8.0,256.0,Core i3-N305 unknown_gpu,3.0
"MSI Vector 16 HX AI 16"" QHD+",33990,Core Ultra 9 275HX,16 GB RAM,1 TB SSD,GeForce RTX 5080,Komplett,16.0,1024.0,Core Ultra 9 275HX GeForce RTX 5080,5.0
"HP ProBook 440 G11 14"" WUXGA",12738,Core U5-125U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,7.0
"HP ProBook 440 G11 14"" WUXGA",12738,Core U5-125U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U5-125U unknown_gpu,9.0
"HP ProBook 440 G10 14"" Full HD",11199,Core i5-1334U,16GB RAM,512GB SSD,Iris Xe,Komplett,16.0,512.0,Core i5-1334U Iris Xe,7.0
"HP ENVY x360 Laptop 14-fa0413no 14"" 3K OLED Touch",15990,Ryzen 7 8840HS,16 GB RAM,1 TB SSD,Radeon 780M,Komplett,16.0,1024.0,Ryzen 7 8840HS Radeon 780M,7.0
"MSI Cyborg 15 A13VF 15,6"" FHD 144 Hz",15990,Core i7-13620H,16 GB RAM,512 GB SSD,GeForce RTX 4060,Komplett,16.0,512.0,Core i7-13620H GeForce RTX 4060,9.0
"Acer Aspire Go 14"" WUXGA",4290,Core i3-N305,8 GB RAM,128 GB SSD,unknown_gpu,Komplett,8.0,128.0,Core i3-N305 unknown_gpu,3.0
"Microsoft Surface Pro Copilot+ PC C12 13"" OLED touch (svart)",23490,unknown_cpu,16 GB RAM,1 TB SSD,unknown_gpu,Komplett,16.0,1024.0,unknown_cpu unknown_gpu,0.0
"OMEN Transcend Laptop 14-fb0007no 14"" 2,8K OLED 120 Hz",29989,Core Ultra 9 185H,32 GB RAM,2 TB SSD,GeForce RTX 4070,Komplett,32.0,2048.0,Core Ultra 9 185H GeForce RTX 4070,5.0
"OMEN Gaming Laptop 16-wd0005no 16,1"" FHD 144 Hz",18990,Intel® Core™ i7-13620H Processor,16 GB RAM,512 GB SSD,GeForce RTX 4060,Komplett,16.0,512.0,Intel® Core™ i7-13620H Processor GeForce RTX 4060,9.0
"Acer Nitro V 15 ANV15-41 15,6"" FHD 165 Hz",8490,Ryzen 5 6600H,16 GB RAM,512 GB SSD,GeForce RTX 3050,Komplett,16.0,512.0,Ryzen 5 6600H GeForce RTX 3050,7.0
"MSI Prestige 14Evo B13M 14"" WUXGA",18490,Core i7-13700H,16 GB RAM,1 TB SSD,Iris Xe Graphics,Komplett,16.0,1024.0,Core i7-13700H Iris Xe Graphics,9.0
"Lenovo V15 G4 15,6"" Full HD",6863,Ryzen 5 7520U,16 GB RAM,512 GB SSD,Radeon 610M,Komplett,16.0,512.0,Ryzen 5 7520U Radeon 610M,7.0
"Lenovo V15 G4 15,6"" Full HD",6863,Ryzen 5 7520U,16 GB RAM,512 GB SSD,Radeon 610M,Komplett,16.0,512.0,Ryzen 5 7520U Radeon 610M,7.0
"Lenovo V15 G4 15,6"" Full HD",6863,Ryzen 5 7520U,16 GB RAM,512 GB SSD,Radeon 610M,Komplett,16.0,512.0,Ryzen 5 7520U Radeon 610M,7.0
"Lenovo V15 G4 15,6"" Full HD",6863,Ryzen 5 7520U,16 GB RAM,512 GB SSD,Radeon 610M,Komplett,16.0,512.0,Ryzen 5 7520U Radeon 610M,7.0
"Lenovo V15 G4 15,6"" Full HD",6863,Ryzen 5 7520U,16 GB RAM,512 GB SSD,Radeon 610M,Komplett,16.0,512.0,Ryzen 5 7520U Radeon 610M,7.0
"Lenovo Ideapad Slim 3 14"" FHD (arctic grey)",5990,Core i3-N305,8 GB RAM,128 GB SSD UFS,unknown_gpu,Komplett,8.0,128.0,Core i3-N305 unknown_gpu,7.0
"Lenovo Ideapad Slim 3 14"" FHD (arctic grey)",5990,Core i3-N305,8 GB RAM,128 GB SSD UFS,unknown_gpu,Komplett,8.0,128.0,Core i3-N305 unknown_gpu,3.0
"Lenovo Yoga Slim 6 14"" WUXGA OLED",12990,Core i7-13700H,16 GB RAM,1 TB SSD,Iris Xe Graphics,Komplett,16.0,1024.0,Core i7-13700H Iris Xe Graphics,7.0
Macbook Pro 16 M4 Pro (2024) 512GB (silver),34990,Apple 20-core GPU,24GB RAM,512GB SSD,unknown_gpu,Komplett,24.0,512.0,Apple 20-core GPU unknown_gpu,5.0
"MSI Vector 17 HX AI 17"" QHD+",35990,Core Ultra 9 275H,32 GB RAM,2 TB SSD,GeForce RTX 5070 Ti,Komplett,32.0,2048.0,Core Ultra 9 275H GeForce RTX 5070 Ti,5.0
"MSI Vector 17 HX AI 17"" QHD+",35990,Core Ultra 9 275H,32 GB RAM,2 TB SSD,GeForce RTX 5070 Ti,Komplett,32.0,2048.0,Core Ultra 9 275H GeForce RTX 5070 Ti,5.0
"HP Laptop 14-em0920no 14"" FHD",4990,Ryzen 5 7520,8 GB RAM,256 GB SSD,Radeon 610M,Komplett,8.0,256.0,Ryzen 5 7520 Radeon 610M,3.0
"Lenovo IdeaPad Slim 3 14"" FHD",6990,Core i5-12450H,16 GB RAM,512 GB SSD,unknown_gpu,Komplett,16.0,512.0,Core i5-12450H unknown_gpu,7.0
"MSI Cyborg 14 A13VF 14"" FHD 144 Hz",15990,Core i7-13620H,16 GB RAM,512 GB SSD,GeForce RTX 4060,Komplett,16.0,512.0,Core i7-13620H GeForce RTX 4060,9.0
"Lenovo Yoga Slim 7x 14"" OLED 3K touch Copilot+ PC",16490,unknown_cpu,16 GB RAM,1 TB SSD,unknown_gpu,Komplett,16.0,1024.0,unknown_cpu unknown_gpu,0.0
"Acer Chromebook Plus 515 15,6"" FHD med Google AI",4990,Core i3-1315U,8 GB RAM,256 GB SSD,unknown_gpu,Komplett,8.0,256.0,Core i3-1315U unknown_gpu,3.0
"MSI Creator A16 AI+ 16"" QHD+ 240Hz (Lunar Grey)",37990,Ryzen AI 9 HX 370,32 GB RAM,2 TB SSD,GeForce RTX 4070,Komplett,32.0,2048.0,Ryzen AI 9 HX 370 GeForce RTX 4070,5.0
"MSI Prestige A16 AI+ 16"" QHD+",23490,Ryzen AI 9 365,32 GB RAM,1 TB SSD,unknown_gpu,Komplett,32.0,1024.0,Ryzen AI 9 365 unknown_gpu,9.0
Macbook Pro 14 M4 (2024) 1TB (silver),24490,Apple 10-core GPU,16GB RAM,1TB SSD,unknown_gpu,Komplett,16.0,1024.0,Apple 10-core GPU unknown_gpu,9.0
Macbook Pro 14 M4 (2024) 1TB (silver),24490,Apple 10-core GPU,16GB RAM,1TB SSD,unknown_gpu,Komplett,16.0,1024.0,Apple 10-core GPU unknown_gpu,9.0
"HP Chromebook 14a-nf0001no 14"" HD",3990,Intel N100,8 GB RAM,128 GB SSD UFS,unknown_gpu,Komplett,8.0,128.0,Intel N100 unknown_gpu,3.0
"HP EliteBook X G1i Next Gen AI 14"" WUXGA",22024,Core Ultra 5 228V,32 GB RAM,512 GB SSD,Arc Graphics,Komplett,32.0,512.0,Core Ultra 5 228V Arc Graphics,9.0
"HP ZBook Firefly 14 G11 14"" Mobile Workstation",28586,Ryzen 9 89450HS,64GB RAM,1TB SSD,Radeon 780M,Komplett,64.0,1024.0,Ryzen 9 89450HS Radeon 780M,5.0
"HP EliteBook X G1i Next Gen AI 14"" WUXGA Touch",27483,Core Ultra 7 258V,32 GB RAM,1 TB SSD,Arc Graphics,Komplett,32.0,1024.0,Core Ultra 7 258V Arc Graphics,5.0
"HP EliteBook Ultra G1i Next Gen AI PC 14"" 2.8K OLED Touch",26811,Core Ultra 7 258V,32 GB RAM,1 TB SSD,Arc Graphics,Komplett,32.0,1024.0,Core Ultra 7 258V Arc Graphics,5.0
"HP ProBook 445 G11 14"" Full HD+",11999,Ryzen 5 7535U,16GB RAM,512GB SSD,Radeon 660M,Komplett,16.0,512.0,Ryzen 5 7535U Radeon 660M,7.0
"HP ProBook 440 G11 14"" WUXGA",14778,Core U7-155U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,7.0
"HP ProBook 440 G11 14"" WUXGA",14778,Core U7-155U,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155U unknown_gpu,9.0
"HP ZBook Firefly 16 G11 16"" Mobile Workstation WUXGA",25299,Core Ultra 7 155H,32 GB RAM,512GB SSD,NVIDIA RTX A500,Komplett,32.0,512.0,Core Ultra 7 155H NVIDIA RTX A500,5.0
"HP ZBook Firefly 16 G11 16"" Mobile Workstation WUXGA",25299,Core Ultra 7 155H,32 GB RAM,512GB SSD,NVIDIA RTX A500,Komplett,32.0,512.0,Core Ultra 7 155H NVIDIA RTX A500,5.0
"HP Dragonfly G4 13.5"" Full HD+ Sureview",34309,Core i7-1355U,32 GB RAM,1 TB SSD,unknown_gpu,Komplett,32.0,1024.0,Core i7-1355U unknown_gpu,5.0
"MSI Vector 16 HX 16"" QHD+ 240 Hz",37990,Core i9-14900HX,32 GB RAM,1 TB SSD,GeForce RTX 4080,Komplett,32.0,1024.0,Core i9-14900HX GeForce RTX 4080,5.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",12488,Core U7-155H,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155H unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",12488,Core U7-155H,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155H unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",12488,Core U7-155H,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155H unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",12488,Core U7-155H,16GB RAM,512GB SSD,unknown_gpu,Komplett,16.0,512.0,Core U7-155H unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",13738,Ryzen 7 7735HS,16 GB RAM,1 TB SSD,unknown_gpu,Komplett,16.0,1024.0,Ryzen 7 7735HS unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",13738,Ryzen 7 7735HS,16 GB RAM,1 TB SSD,unknown_gpu,Komplett,16.0,1024.0,Ryzen 7 7735HS unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",13738,Ryzen 7 7735HS,16 GB RAM,1 TB SSD,unknown_gpu,Komplett,16.0,1024.0,Ryzen 7 7735HS unknown_gpu,7.0
"Lenovo ThinkPad E16 G2 16"" WUXGA",13738,Ryzen 7 7735HS,16 GB RAM,1 TB SSD,unknown_gpu,Komplett,16.0,1024.0,Ryzen 7 7735HS unknown_gpu,7.0
"Lenovo V15 G4 15,6"" Full HD",6613,Ryzen 5-7520U,16 GB RAM,512 GB SSD,Radeon 610M,Komplett,16.0,512.0,Ryzen 5-7520U Radeon 610M,7.0
"Lenovo V15 G4 15,6"" Full HD",6613,Ryzen 5-7520U,16 GB RAM,512 GB SSD,Radeon 610M,Komplett,16.0,512.0,Ryzen 5-7520U Radeon 610M,7.0
"Lenovo V15 G4 15,6"" Full HD",6613,Ryzen 5-7520U,16 GB RAM,512 GB SSD,Radeon 610M,Komplett,16.0,512.0,Ryzen 5-7520U Radeon 610M,7.0
"Lenovo V15 G4 15,6"" Full HD",6613,Ryzen 5-7520U,16 GB RAM,512 GB SSD,Radeon 610M,Komplett,16.0,512.0,Ryzen 5-7520U Radeon 610M,7.0
